2024-07-31 15:12:49,321 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Current SDK version is 0.17.5
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Configure stats pid to 1109334
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Loading settings from /home/ykjeong/.config/wandb/settings
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Loading settings from /home/ykjeong/new-repo/wandb/settings
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-07-31 15:12:49,344 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:_log_setup():529] Logging user logs to /home/ykjeong/new-repo/wandb/run-20240731_151249-szli1n49/logs/debug.log
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:_log_setup():530] Logging internal logs to /home/ykjeong/new-repo/wandb/run-20240731_151249-szli1n49/logs/debug-internal.log
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7ff53858cf10>
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:init():569] calling init triggers
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {}
2024-07-31 15:12:49,345 INFO    MainThread:1109334 [wandb_init.py:init():594] re-initializing run, found existing run on stack: 5504b1o7
2024-07-31 15:12:49,348 INFO    MainThread:1109334 [wandb_run.py:_finish():2107] finishing run ykjeong-info/mortality/5504b1o7
2024-07-31 15:12:49,349 INFO    MainThread:1109334 [wandb_run.py:_atexit_cleanup():2374] got exitcode: 0
2024-07-31 15:12:49,349 INFO    MainThread:1109334 [wandb_run.py:_restore():2352] restore
2024-07-31 15:12:49,349 INFO    MainThread:1109334 [wandb_run.py:_restore():2358] restore done
2024-07-31 15:12:53,104 INFO    MainThread:1109334 [wandb_run.py:_footer_history_summary_info():4016] rendering history
2024-07-31 15:12:53,105 INFO    MainThread:1109334 [wandb_run.py:_footer_history_summary_info():4048] rendering summary
2024-07-31 15:12:53,111 INFO    MainThread:1109334 [wandb_run.py:_footer_sync_info():3975] logging synced files
2024-07-31 15:12:53,156 INFO    MainThread:1109334 [wandb_init.py:init():619] starting backend
2024-07-31 15:12:53,157 INFO    MainThread:1109334 [wandb_init.py:init():623] setting up manager
2024-07-31 15:12:53,164 INFO    MainThread:1109334 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-07-31 15:12:53,164 INFO    MainThread:1109334 [wandb_init.py:init():631] backend started and connected
2024-07-31 15:12:53,177 INFO    MainThread:1109334 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2024-07-31 15:12:53,177 INFO    MainThread:1109334 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-07-31 15:12:53,177 INFO    MainThread:1109334 [wandb_init.py:init():720] updated telemetry
2024-07-31 15:12:53,184 INFO    MainThread:1109334 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-07-31 15:12:54,641 INFO    MainThread:1109334 [wandb_run.py:_on_init():2435] communicating current version
2024-07-31 15:12:54,676 INFO    MainThread:1109334 [wandb_run.py:_on_init():2444] got version response 
2024-07-31 15:12:54,676 INFO    MainThread:1109334 [wandb_init.py:init():804] starting run threads in backend
2024-07-31 15:12:57,305 INFO    MainThread:1109334 [wandb_run.py:_console_start():2413] atexit reg
2024-07-31 15:12:57,305 INFO    MainThread:1109334 [wandb_run.py:_redirect():2255] redirect: wrap_raw
2024-07-31 15:12:57,305 INFO    MainThread:1109334 [wandb_run.py:_redirect():2320] Wrapping output streams.
2024-07-31 15:12:57,305 INFO    MainThread:1109334 [wandb_run.py:_redirect():2345] Redirects installed.
2024-07-31 15:12:57,306 INFO    MainThread:1109334 [wandb_init.py:init():847] run started, returning control to user process
2024-07-31 15:12:57,307 INFO    MainThread:1109334 [wandb_config.py:__setitem__():151] config set batch_size = 128 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7ff4f627d240>>
2024-07-31 15:12:57,307 INFO    MainThread:1109334 [wandb_run.py:_config_callback():1382] config_cb batch_size 128 None
2024-07-31 15:12:57,308 INFO    MainThread:1109334 [wandb_config.py:__setitem__():151] config set learning_rate = 2e-05 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7ff4f627d240>>
2024-07-31 15:12:57,308 INFO    MainThread:1109334 [wandb_run.py:_config_callback():1382] config_cb learning_rate 2e-05 None
2024-07-31 15:12:57,309 INFO    MainThread:1109334 [wandb_config.py:__setitem__():151] config set epochs = 25 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7ff4f627d240>>
2024-07-31 15:12:57,309 INFO    MainThread:1109334 [wandb_run.py:_config_callback():1382] config_cb epochs 25 None
2024-07-31 15:12:57,310 INFO    MainThread:1109334 [wandb_config.py:__setitem__():151] config set weight_decay = 0.01 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7ff4f627d240>>
2024-07-31 15:12:57,310 INFO    MainThread:1109334 [wandb_run.py:_config_callback():1382] config_cb weight_decay 0.01 None
2024-07-31 15:13:28,282 INFO    MainThread:1109334 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-31 15:13:28,282 INFO    MainThread:1109334 [wandb_init.py:_pause_backend():440] pausing backend
